id;jeppesen_code;validity_end;user_id;category;validity_start;training_id
565;CHL;2022-01-31 12:00:00;707;;;
566;CHL;2022-07-31 12:00:00;707;;;
567;CHL;2023-01-31 12:00:00;707;;;
568;CHL;2023-07-31 12:00:00;707;;;
569;CHL;2024-01-31 12:00:00;707;;;
570;CHL;2024-07-31 12:00:00;707;;;
571;CHL;2021-12-31 12:00:00;714;;;
572;CHL;2022-06-30 12:00:00;714;;;
573;CHL;2022-12-31 12:00:00;714;;;
574;CHL;2023-06-30 12:00:00;714;;;
575;CHL;2023-12-31 12:00:00;714;;;
576;CHL;2024-06-30 12:00:00;714;;;
